date,pm25,pm10,o3,no2,so2,co
2016/5/3, 34, 13, , 17, 4, 2
2016/5/4, 47, 23, , 11, 4, 3
2016/5/5, 67, 26, , 14, 4, 3
2016/5/6, 73, 17, , 8, 4, 1
2016/5/7, 54, 14, , 15, 4, 2
2016/5/8, 47, 19, , 4, 4, 2
2016/5/9, 54, 17, , , 4, 3
2016/5/10, 51, 24, , , 5, 3
2016/5/11, 66, 29, , , 5, 6
2016/5/12, 77, 22, , 7, 5, 2
2016/5/13, 48, 11, , 8, 4, 
2016/5/14, 21, 12, , 10, 4, 1
2016/5/15, 32, 18, , 12, 4, 2
2016/5/16, 52, 17, , 12, 4, 2
2016/5/17, 50, 15, , 13, 4, 2
2016/5/18, 43, 19, , 15, 4, 2
2016/5/19, 50, 18, , 13, 5, 2
2016/5/20, 50, 22, , 8, 4, 2
2016/5/21, 66, 15, , 12, 4, 1
2016/5/22, 49, 16, , 12, 4, 1
2016/5/23, 50, 17, , 12, 5, 1
2016/5/24, 36, 17, , 10, 5, 4
2016/5/25, 54, 22, , 12, 4, 2
2016/5/26, 61, 22, , 15, 4, 2
2016/5/27, 62, 19, , 11, 5, 1
2016/5/28, 55, 20, , 12, 5, 1
2016/5/29, 54, 27, , 15, 5, 2
2016/5/30, 55, 20, , 15, 5, 1
2016/5/31, 52, 16, , 11, 5, 1
2016/6/1, 46, 9, , 8, 4, 1
2016/6/2, 30, 11, , 11, 5, 1
2016/6/3, 35, 12, , 9, 5, 1
2016/6/4, 42, , , 7, 5, 
2016/3/2, 128, 55, , 11, 3, 7
2016/3/3, 122, 33, , 17, 5, 10
2016/3/4, 85, , , 20, 4, 9
2016/3/7, 92, 47, , 20, 4, 8
2016/3/8, 101, 38, , 21, 4, 10
2016/3/9, 88, 24, , 17, 4, 8
2016/3/10, 65, 28, , 19, 3, 7
2016/3/11, 81, 22, , 23, 2, 8
2016/3/12, 50, 8, , 14, 3, 6
2016/3/13, 30, 25, , 12, 2, 5
2016/3/14, 56, 29, , 14, 2, 5
2016/3/15, 65, 28, , 15, 6, 5
2016/3/16, 62, 36, , 15, 5, 5
2016/3/17, 83, 51, , 15, 4, 7
2016/3/18, 115, 54, , 18, 6, 9
2016/3/19, 124, 47, , 16, 5, 8
2016/3/20, 108, 48, , 15, 5, 9
2016/3/21, 114, 36, , 19, 5, 10
2016/3/22, 95, 24, , 21, 3, 8
2016/3/23, 73, 11, , 16, 2, 7
2016/3/24, 38, , , 12, 2, 6
2016/3/26, 104, 47, , 14, 4, 7
2016/3/27, 118, 57, , 16, 3, 7
2016/3/28, 128, 59, , 22, 5, 9
2016/3/29, 137, 46, , 25, 5, 15
2016/3/30, 102, 35, , 18, 4, 12
2016/3/31, 72, 45, , 17, 4, 9
2024/12/31, , 94, , 13, 3, 20
2024/10/25, , 75, , , , 
2024/8/30, , 48, , 25, 3, 6
2023/5/20, , 15, , 7, 1, 1
2021/1/30, , 45, , 14, 21, 
2021/1/2, , 26, , 4, 8, 
2020/6/9, , 12, , 6, 4, 
2019/12/31, , 54, , 6, 4, 
2019/10/15, , 38, , 23, 4, 
2019/12/15, , 107, , 14, 7, 
2019/7/31, , 30, , 5, 25, 
2018/12/31, , 40, , 4, 2, 
2018/5/27, , 23, , 11, , 
2018/6/12, , 15, , , , 
2017/12/31, , 111, , 13, , 
2017/10/24, , 13, , 15, , 
2017/11/22, , 73, , , , 
2017/12/5, , 42, , , , 
2017/12/18, , 44, , 13, , 
2017/7/16, , 5, , 3, , 
2017/9/10, , 14, , 15, , 
2017/5/20, , 11, , , , 
2016/12/13, , 87, , 60, , 21
2016/7/10, , 8, , 10, 6, 2
2016/8/2, , 10, , 6, 6, 3
2016/8/8, , 11, , 7, 7, 2
2016/8/11, , 9, , 6, 8, 1
2016/9/14, , 48, , 12, , 3
2016/4/12, , 46, , 19, 3, 3
2016/4/18, , 52, , 25, 8, 3
2016/3/1, , 63, , 10, , 6
2016/3/6, , 36, , , , 
2016/3/25, , 42, , , , 
2025/12/31, , , , 13, 4, 8
2025/12/4, , , , 8, 3, 
2025/12/20, , , , 9, 2, 
2019/12/10, , , , 4, 3, 
2019/12/11, , , , 6, 5, 
2019/12/12, , , , 8, 5, 
2019/12/13, , , , 7, 5, 
2019/12/14, , , , 8, 6, 
2019/7/1, , , , 7, 5, 
2019/7/2, , , , 6, 5, 
2019/7/3, , , , 7, 5, 
2019/7/4, , , , 7, 5, 
2019/7/5, , , , 7, 6, 
2019/7/6, , , , 5, 6, 
2019/7/7, , , , 5, 6, 
2019/7/8, , , , 6, 5, 
2019/7/9, , , , 4, 5, 
2019/7/10, , , , 4, 6, 
2019/7/11, , , , 6, 6, 
2019/7/12, , , , 7, 6, 
2019/7/13, , , , 5, 6, 
2019/7/14, , , , 3, 6, 
2019/7/15, , , , 5, 6, 
2019/7/16, , , , 7, 7, 
2019/7/17, , , , 7, 7, 
2019/7/18, , , , 8, 7, 
2019/7/19, , , , 7, 7, 
2019/7/20, , , , 5, 7, 
2019/7/21, , , , 6, 7, 
2019/7/22, , , , 7, 7, 
2019/7/23, , , , 6, 8, 
2019/7/24, , , , 6, 8, 
2019/7/25, , , , 7, 9, 
2019/7/26, , , , 6, 9, 
2019/7/27, , , , 5, 11, 
2019/7/28, , , , 5, 12, 
2019/7/29, , , , 3, 12, 
2019/7/30, , , , 5, 15, 
2019/5/17, , , , 5, 6, 
2019/5/18, , , , 5, 7, 
2019/5/19, , , , 9, 7, 
2019/5/20, , , , 7, 7, 
2019/5/21, , , , 7, 6, 
2019/5/22, , , , 5, 6, 
2019/5/23, , , , 7, 7, 
2019/5/24, , , , 7, 7, 
2019/5/25, , , , 4, 6, 
2019/5/26, , , , 10, 7, 
2019/5/27, , , , 6, 7, 
2019/5/28, , , , 5, 7, 
2019/5/29, , , , 5, 7, 
2019/5/30, , , , 5, 6, 
2019/5/31, , , , 3, 6, 
2019/6/1, , , , 3, 6, 
2019/6/2, , , , 4, 7, 
2019/6/3, , , , 5, 7, 
2019/6/4, , , , 5, 7, 
2019/6/5, , , , 4, 7, 
2019/6/6, , , , 4, 7, 
2019/6/7, , , , 5, 7, 
2019/6/8, , , , 4, 7, 
2019/6/9, , , , 5, 7, 
2019/6/10, , , , 6, 8, 
2019/6/11, , , , 5, 3, 
2019/6/12, , , , 7, 3, 
2019/6/13, , , , 6, 4, 
2019/6/14, , , , 5, 4, 
2019/6/15, , , , 6, 4, 
2019/6/16, , , , 7, 4, 
2019/6/17, , , , 5, 4, 
2019/6/18, , , , 4, 4, 
2019/6/19, , , , 5, 4, 
2019/6/20, , , , 6, 4, 
2019/6/21, , , , 6, 4, 
2019/6/22, , , , 4, 4, 
2019/6/23, , , , 5, 4, 
2019/6/24, , , , 6, 4, 
2019/6/25, , , , 4, 4, 
2019/6/26, , , , 6, 4, 
2019/6/27, , , , 6, 5, 
2019/6/28, , , , 5, 5, 
2019/6/29, , , , 5, 4, 
2019/6/30, , , , 5, 4, 
2018/4/1, , , , 9, , 
2018/4/2, , , , 11, , 
2018/4/3, , , , 14, , 
2018/4/4, , , , 16, , 
2018/4/5, , , , 16, , 
2018/4/6, , , , 5, , 
2018/4/7, , , , 8, , 
2018/4/8, , , , 8, , 
2018/4/9, , , , 9, , 
2018/4/10, , , , 14, , 
2018/4/11, , , , 16, , 
2018/4/12, , , , 14, , 
2018/4/13, , , , 15, , 
2018/4/14, , , , 11, , 
2018/4/15, , , , 10, , 
2018/4/16, , , , 18, , 
2018/4/17, , , , 11, , 
2018/4/18, , , , 10, , 
2018/4/19, , , , 10, , 
2018/4/20, , , , 14, , 
2018/4/21, , , , 13, , 
2018/4/22, , , , 12, , 
2018/4/23, , , , 15, , 
2018/4/24, , , , 17, , 
2018/4/25, , , , 16, , 
2018/4/26, , , , 14, , 
2018/4/27, , , , 11, , 
2018/4/28, , , , 10, , 
2018/4/29, , , , 10, , 
2018/4/30, , , , 13, , 
2018/5/1, , , , 7, , 
2018/5/2, , , , 10, , 
2018/5/3, , , , 15, , 
2018/5/4, , , , 11, , 
2018/5/5, , , , 10, , 
2018/5/6, , , , 7, , 
2018/5/7, , , , 11, , 
2018/5/8, , , , 10, , 
2018/5/9, , , , 12, , 
2018/5/10, , , , 11, , 
2018/5/11, , , , 12, , 
2018/5/12, , , , 10, , 
2018/5/13, , , , 6, , 
2018/5/14, , , , 10, , 
2018/5/15, , , , 9, , 
2018/5/16, , , , 9, , 
2018/5/17, , , , 11, , 
2018/5/18, , , , 13, , 
2018/5/19, , , , 10, , 
2018/5/20, , , , 8, , 
2018/5/21, , , , 15, , 
2018/5/22, , , , 7, , 
2018/5/23, , , , 8, , 
2018/5/24, , , , 8, , 
2018/5/25, , , , 11, , 
2018/5/26, , , , 13, , 
2018/1/28, , , , 19, , 
2018/1/29, , , , 15, , 
2018/1/30, , , , 16, , 
2018/1/31, , , , 15, , 
2018/2/1, , , , 14, , 
2018/2/2, , , , 8, , 
2018/2/3, , , , 8, , 
2018/2/4, , , , 13, , 
2018/2/5, , , , 14, , 
2018/2/6, , , , 12, , 
2018/2/7, , , , 11, , 
2018/2/8, , , , 14, , 
2018/2/9, , , , 9, , 
2018/2/10, , , , 8, , 
2018/2/11, , , , 9, , 
2018/2/12, , , , 14, , 
2018/2/13, , , , 12, , 
2018/2/14, , , , 11, , 
2018/2/15, , , , 16, , 
2018/2/16, , , , 37, , 
2018/2/17, , , , 17, , 
2018/2/18, , , , 11, , 
2018/2/19, , , , 12, , 
2018/2/20, , , , 10, , 
2018/2/21, , , , 11, , 
2018/2/22, , , , 12, , 
2018/2/23, , , , 9, , 
2018/2/24, , , , 10, , 
2018/2/25, , , , 12, , 
2018/2/26, , , , 14, , 
2018/2/27, , , , 15, , 
2018/2/28, , , , 27, , 
2018/3/1, , , , 22, , 
2018/3/2, , , , 17, , 
2018/3/3, , , , 11, , 
2018/3/4, , , , 13, , 
2018/3/5, , , , 16, , 
2018/3/6, , , , 14, , 
2018/3/7, , , , 16, , 
2018/3/8, , , , 17, , 
2018/3/9, , , , 20, , 
2018/3/10, , , , 17, , 
2018/3/11, , , , 15, , 
2018/3/12, , , , 12, , 
2018/3/13, , , , 10, , 
2018/3/14, , , , 13, , 
2018/3/15, , , , 18, , 
2018/3/16, , , , 9, , 
2018/3/17, , , , 7, , 
2018/3/18, , , , 11, , 
2018/3/19, , , , 14, , 
2018/3/20, , , , 14, , 
2018/3/21, , , , 15, , 
2018/3/22, , , , 13, , 
2018/3/23, , , , 17, , 
2018/3/24, , , , 13, , 
2018/3/25, , , , 15, , 
2018/3/26, , , , 15, , 
2018/3/27, , , , 14, , 
2018/3/28, , , , 16, , 
2018/3/29, , , , 14, , 
2018/3/30, , , , 14, , 
2018/3/31, , , , 9, , 
2016/7/1, , , , 10, 6, 2
2016/7/2, , , , 7, 5, 2
2016/7/3, , , , 7, 6, 2
2016/7/4, , , , 9, 6, 2
2016/7/5, , , , 11, 5, 2
2016/7/6, , , , 11, 6, 2
2016/7/7, , , , 9, 5, 2
2016/7/8, , , , 13, 6, 2
2016/7/9, , , , 14, 6, 2
2016/8/7, , , , 3, 6, 1
2016/8/19, , , , 9, 7, 2
2016/8/20, , , , 9, 7, 2
2016/8/21, , , , 9, 7, 3
2016/8/22, , , , 6, 7, 2
2016/8/23, , , , 6, 7, 1
2016/8/24, , , , 4, 7, 3
2016/8/25, , , , 8, 8, 3
2016/8/26, , , , 11, 8, 2
2016/8/27, , , , 12, 7, 2
2016/8/28, , , , 11, 7, 2
2016/8/29, , , , 13, 8, 3
2016/8/30, , , , 11, 9, 3
2016/8/31, , , , 12, 8, 3
2016/9/1, , , , 11, 8, 3
2016/9/2, , , , 11, 8, 2
2016/9/3, , , , 12, 7, 2
2016/9/4, , , , 16, 9, 3
2016/9/5, , , , 11, 9, 3
2016/9/6, , , , 5, 8, 2
2016/9/7, , , , 8, 8, 4
2016/9/8, , , , 12, 9, 4
2016/9/9, , , , 14, , 4
2016/9/10, , , , 11, , 3
2016/9/11, , , , 9, , 4
2016/9/12, , , , 14, , 4
2016/9/13, , , , 11, , 3
2016/6/5, , , , 7, 5, 1
2016/6/6, , , , 10, 5, 1
2016/6/7, , , , 9, 5, 1
2016/6/8, , , , 10, 5, 1
2016/6/9, , , , 10, 5, 1
2016/6/10, , , , 9, 5, 
2016/6/11, , , , 13, 6, 1
2016/6/12, , , , 13, 6, 2
2016/6/13, , , , 9, 5, 3
2016/6/14, , , , 7, 6, 2
2016/6/15, , , , 14, 5, 3
2016/6/16, , , , 16, 6, 4
2016/6/17, , , , 10, 6, 3
2016/6/18, , , , 8, 5, 2
2016/6/19, , , , 9, 5, 2
2016/6/20, , , , 8, 5, 3
2016/6/21, , , , 8, 6, 3
2016/6/22, , , , 10, 6, 3
2016/6/23, , , , 13, 5, 3
2016/6/24, , , , 11, 5, 2
2016/6/25, , , , 10, 5, 2
2016/6/26, , , , 10, 5, 2
2016/6/27, , , , 6, 5, 2
2016/6/28, , , , 9, 5, 2
2016/6/29, , , , 4, 5, 2
2016/6/30, , , , 17, 6, 3
2016/1/4, , , , 11, , 10
2016/1/5, , , , 21, , 26
2016/1/6, , , , 16, , 19
2016/1/7, , , , 12, , 15
2016/1/8, , , , 19, , 28
2016/1/9, , , , 21, , 37
2016/1/10, , , , 15, , 46
2016/1/11, , , , 11, , 22
2016/1/12, , , , 17, , 12
2016/1/13, , , , 17, , 16
2016/1/14, , , , 16, , 18
2016/1/15, , , , 14, , 14
2016/1/16, , , , 8, , 7
2016/1/17, , , , 6, , 5
2016/1/18, , , , 9, , 5
2016/1/19, , , , 13, , 12
2016/1/20, , , , 19, , 21
2016/1/21, , , , 18, , 21
2016/1/22, , , , 16, , 15
2016/1/23, , , , 18, , 21
2016/1/24, , , , 12, , 17
2016/1/27, , , , 14, , 37
2016/1/28, , , , 20, 10, 37
2016/1/29, , , , 22, 10, 33
2016/1/30, , , , 17, 9, 28
2016/1/31, , , , 15, 9, 31
2016/2/1, , , , 24, 10, 30
2016/2/2, , , , 20, 10, 35
2016/2/3, , , , 15, 9, 26
2016/2/4, , , , 9, , 7
2016/2/5, , , , 9, , 5
2016/2/6, , , , 11, , 10
2016/2/7, , , , 13, , 12
2016/2/8, , , , 16, , 14
2016/2/9, , , , 12, , 11
2016/2/10, , , , 9, , 5
2016/2/11, , , , 15, , 7
2016/2/12, , , , 14, , 7
2016/2/13, , , , 15, , 12
2016/2/14, , , , 10, , 8
2016/2/15, , , , 7, , 6
2016/2/16, , , , 9, , 5
2016/2/17, , , , 8, , 7
2016/2/18, , , , 7, , 5
2016/2/19, , , , 10, , 7
2016/2/20, , , , 10, , 7
2016/2/21, , , , 12, , 13
2016/2/22, , , , 14, , 12
2016/2/23, , , , 21, , 16
2016/2/24, , , , 12, , 8
2016/2/25, , , , 11, , 11
2016/2/26, , , , 9, , 6
2016/2/27, , , , 11, , 8
2016/2/28, , , , 9, , 8
2016/2/29, , , , 11, , 5
